4,21.099
18,21.110
24,21.119
36,21.134
46,21.141
58,21.145
65,21.150
75,21.154
86,21.157
96,21.160
105,21.162
116,21.164
125,21.166
135,21.167
146,21.169
156,21.170
165,21.171
175,21.172
188,21.173
195,21.174
205,21.175
215,21.176
225,21.176
235,21.177
245,21.178
255,21.178
265,21.179
275,21.180
285,21.180
295,21.181
305,21.181
315,21.182
325,21.182
335,21.183
345,21.183
355,21.184
365,21.184
375,21.185
385,21.185
395,21.186
405,21.186
415,21.186
425,21.187
435,21.187
445,21.188
455,21.188
465,21.188
475,21.189
485,21.189
495,21.190
505,21.237
515,21.273
525,21.376
535,21.525
545,21.596
555,21.667
565,21.766
575,21.841
585,21.890
595,21.939
605,21.976
615,21.998
625,22.033
635,22.063
645,22.090
655,22.105
665,22.128
675,22.143
685,22.151
695,22.164
705,22.176
715,22.183
725,22.193
735,22.198
745,22.204
755,22.210
765,22.217
775,22.221
785,22.225
795,22.228
805,22.231
815,22.235
825,22.238
835,22.240
845,22.242
855,22.243
865,22.245
875,22.247
885,22.247
895,22.249
905,22.250
915,22.251
925,22.252
935,22.252
945,22.253
955,22.254
965,22.255
975,22.255
985,22.255
995,22.256
1005,22.256
1015,22.256
1025,22.257
1035,22.257
1045,22.257
1055,22.257
1065,22.258
1075,22.258
1085,22.258
1095,22.258
1105,22.258
1115,22.258
1125,22.258
1135,22.258
1145,22.258
